row_id,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,services_count,services_count_minmax,services_count_z
129,0,0,1.0,0,1,36.0,0,False,True,False,True,False,False,False,False,0,0.0,-1.020871814608924
130,1,1,0.0,0,1,23.0,1,False,False,True,False,False,False,False,True,1,1.0,0.9795549114881584
131,0,0,0.0,1,1,29.0,1,False,False,True,False,True,False,False,False,1,1.0,0.9795549114881584
132,0,0,0.0,0,0,36.0,1,True,False,True,False,True,False,False,False,1,1.0,0.9795549114881584
133,0,0,0.0,1,1,70.0,1,True,False,False,True,False,False,False,False,1,1.0,0.9795549114881584
134,1,0,1.0,1,1,6.0,0,False,False,False,True,False,True,True,False,0,0.0,-1.020871814608924
135,1,1,0.0,0,1,52.0,0,True,False,False,False,True,False,False,False,0,0.0,-1.020871814608924
136,1,1,1.0,1,1,25.0,1,False,True,True,False,True,False,False,True,1,1.0,0.9795549114881584
137,1,0,0.0,1,0,12.0,0,False,True,False,True,True,False,True,False,0,0.0,-1.020871814608924
138,0,0,0.0,1,1,22.0,0,False,True,False,False,False,False,False,False,0,0.0,-1.020871814608924
139,0,1,1.0,0,0,14.0,1,False,True,False,True,True,False,False,False,1,1.0,0.9795549114881584
140,1,0,0.0,1,1,52.0,0,False,True,False,False,False,False,False,False,0,0.0,-1.020871814608924
141,1,1,1.0,1,1,69.0,0,True,False,False,False,True,False,False,True,0,0.0,-1.020871814608924
142,0,1,1.0,1,1,12.0,1,True,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
143,1,0,0.0,0,0,5.0,0,False,False,True,False,True,False,False,False,0,0.0,-1.020871814608924
144,0,0,1.0,1,0,16.0,1,False,True,True,False,False,False,False,False,1,1.0,0.9795549114881584
145,0,0,0.0,1,1,23.0,1,False,False,True,False,False,True,False,False,1,1.0,0.9795549114881584
146,0,0,1.0,1,0,28.0,0,False,True,False,False,True,False,False,True,0,0.0,-1.020871814608924
147,1,0,1.0,1,0,40.0,0,False,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
148,0,1,1.0,0,1,46.0,1,False,False,False,True,False,True,False,False,1,1.0,0.9795549114881584
149,1,0,0.0,1,1,18.0,0,False,True,False,False,False,True,False,True,0,0.0,-1.020871814608924
150,0,0,1.0,1,1,33.0,0,True,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
151,0,1,0.0,1,1,13.0,1,True,False,True,False,False,True,False,True,1,1.0,0.9795549114881584
152,0,0,1.0,0,1,64.0,1,False,True,False,False,False,False,False,False,1,1.0,0.9795549114881584
153,1,1,1.0,0,1,45.0,0,False,True,False,False,True,False,False,False,0,0.0,-1.020871814608924
154,0,0,0.0,1,1,23.0,1,True,False,False,False,False,True,False,True,1,1.0,0.9795549114881584
155,1,1,1.0,0,0,19.0,0,False,True,False,True,False,True,False,False,0,0.0,-1.020871814608924
156,1,1,1.0,1,1,40.0,1,False,False,False,True,False,False,False,True,1,1.0,0.9795549114881584
157,1,1,0.0,1,1,16.0,1,False,True,False,True,True,False,False,False,1,1.0,0.9795549114881584
158,0,1,0.0,0,0,58.0,0,False,False,False,False,False,False,False,True,0,0.0,-1.020871814608924
159,1,0,0.0,0,1,18.0,1,False,True,False,True,False,False,True,False,1,1.0,0.9795549114881584
160,0,1,0.0,1,0,36.0,1,False,False,False,False,False,True,False,True,1,1.0,0.9795549114881584
161,1,1,1.0,0,1,64.0,1,False,False,False,True,True,False,False,True,1,1.0,0.9795549114881584
162,0,1,1.0,1,1,24.0,0,False,True,False,False,False,True,False,False,0,0.0,-1.020871814608924
163,0,0,0.0,0,1,53.0,1,False,True,False,False,False,True,True,False,1,1.0,0.9795549114881584
164,1,1,0.0,0,1,66.0,0,False,False,False,True,True,False,True,False,0,0.0,-1.020871814608924
165,1,0,1.0,1,0,62.0,0,False,True,True,False,False,True,False,False,0,0.0,-1.020871814608924
166,1,0,0.0,1,1,37.0,1,False,True,False,False,False,False,False,False,1,1.0,0.9795549114881584
167,0,0,1.0,1,0,49.0,0,True,False,False,False,False,True,False,True,0,0.0,-1.020871814608924
168,0,0,0.0,0,1,68.0,1,False,False,False,False,False,False,False,True,1,1.0,0.9795549114881584
169,0,0,0.0,1,0,22.0,1,True,False,True,False,False,True,True,False,1,1.0,0.9795549114881584
170,1,1,1.0,0,0,70.0,0,False,True,False,True,True,False,True,False,0,0.0,-1.020871814608924
171,0,0,0.0,1,0,33.0,1,False,False,False,False,False,True,False,False,1,1.0,0.9795549114881584
172,1,0,1.0,0,1,49.0,0,False,False,False,False,True,False,False,True,0,0.0,-1.020871814608924
173,1,1,0.0,1,0,10.0,0,True,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
174,0,1,1.0,1,0,69.0,0,False,False,False,False,True,False,False,False,0,0.0,-1.020871814608924
175,1,1,0.0,0,0,32.0,1,False,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
176,1,0,1.0,1,0,60.0,0,False,False,False,False,False,False,False,True,0,0.0,-1.020871814608924
177,0,0,1.0,0,1,2.0,1,True,False,False,True,False,False,True,False,1,1.0,0.9795549114881584
178,0,1,1.0,1,0,23.0,0,False,False,False,True,True,False,True,False,0,0.0,-1.020871814608924
179,0,0,0.0,1,1,70.0,1,False,False,True,False,True,False,False,True,1,1.0,0.9795549114881584
180,0,0,0.0,1,0,12.0,0,False,False,False,True,False,True,False,True,0,0.0,-1.020871814608924
181,1,1,1.0,0,1,32.0,0,False,True,True,False,False,True,False,False,0,0.0,-1.020871814608924
182,0,0,0.0,1,0,34.0,0,False,True,False,False,False,False,True,False,0,0.0,-1.020871814608924
183,0,0,1.0,1,1,33.0,0,False,False,False,False,True,False,False,True,0,0.0,-1.020871814608924
184,0,0,0.0,0,0,48.0,0,False,True,False,True,True,False,False,False,0,0.0,-1.020871814608924
185,0,1,1.0,1,1,26.0,1,False,False,True,False,True,False,False,True,1,1.0,0.9795549114881584
186,0,1,0.0,1,1,54.0,0,False,True,True,False,True,False,False,True,0,0.0,-1.020871814608924
187,0,0,0.0,1,1,44.0,1,True,False,False,False,True,False,False,True,1,1.0,0.9795549114881584
188,1,0,0.0,0,1,37.0,1,True,False,True,False,True,False,True,False,1,1.0,0.9795549114881584
189,1,0,1.0,1,1,13.0,0,False,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
190,1,1,1.0,1,0,60.0,0,False,True,False,False,True,False,True,False,0,0.0,-1.020871814608924
191,1,1,1.0,1,0,2.0,0,True,False,False,True,False,False,False,True,0,0.0,-1.020871814608924
192,1,0,1.0,1,1,60.0,1,False,False,True,False,False,False,False,False,1,1.0,0.9795549114881584
193,1,1,1.0,0,1,63.0,0,False,True,False,False,True,False,True,False,0,0.0,-1.020871814608924
194,0,0,0.0,0,0,30.0,1,False,True,False,True,False,True,True,False,1,1.0,0.9795549114881584
195,1,0,0.0,0,1,29.0,1,False,True,False,True,False,True,False,True,1,1.0,0.9795549114881584
196,0,1,0.0,0,0,27.0,1,False,False,False,False,False,True,False,False,1,1.0,0.9795549114881584
197,0,0,0.0,0,1,50.0,0,False,False,False,True,False,True,True,False,0,0.0,-1.020871814608924
198,0,1,1.0,1,1,36.0,1,True,False,False,True,True,False,False,False,1,1.0,0.9795549114881584
199,0,1,0.0,1,0,34.0,0,True,False,False,False,False,True,False,True,0,0.0,-1.020871814608924
200,1,0,1.0,1,0,50.0,1,False,False,False,False,False,False,True,False,1,1.0,0.9795549114881584
201,1,0,0.0,0,0,37.0,1,False,True,True,False,False,True,True,False,1,1.0,0.9795549114881584
202,1,0,1.0,0,1,19.0,1,True,False,True,False,False,True,False,False,1,1.0,0.9795549114881584
203,1,1,0.0,0,1,40.0,0,False,True,False,False,True,False,False,False,0,0.0,-1.020871814608924
204,0,0,0.0,1,0,15.0,0,True,False,False,False,True,False,True,False,0,0.0,-1.020871814608924
205,1,1,0.0,0,1,7.0,1,False,False,False,True,True,False,False,True,1,1.0,0.9795549114881584
206,1,0,1.0,0,1,18.0,1,False,False,True,False,True,False,False,False,1,1.0,0.9795549114881584
207,1,0,1.0,0,0,57.0,1,False,False,True,False,False,True,True,False,1,1.0,0.9795549114881584
208,1,1,0.0,1,0,19.0,0,True,False,True,False,False,True,False,True,0,0.0,-1.020871814608924
209,1,0,1.0,1,0,65.0,1,False,True,False,True,True,False,False,True,1,1.0,0.9795549114881584
210,0,0,1.0,0,0,55.0,0,False,True,True,False,False,True,False,True,0,0.0,-1.020871814608924
211,1,1,0.0,0,1,41.0,1,False,False,False,True,False,True,False,False,1,1.0,0.9795549114881584
212,1,1,1.0,1,0,22.0,1,True,False,True,False,False,False,False,True,1,1.0,0.9795549114881584
213,0,1,1.0,0,1,9.0,1,True,False,False,False,False,False,True,False,1,1.0,0.9795549114881584
214,0,0,0.0,0,1,5.0,1,False,False,False,False,False,False,False,True,1,1.0,0.9795549114881584
215,1,1,0.0,1,0,55.0,1,False,False,True,False,False,False,False,True,1,1.0,0.9795549114881584
216,1,1,0.0,1,1,15.0,0,False,False,True,False,False,True,True,False,0,0.0,-1.020871814608924
217,0,1,0.0,0,0,48.0,1,True,False,True,False,False,True,False,True,1,1.0,0.9795549114881584
218,1,0,0.0,0,1,21.0,0,False,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
219,1,0,1.0,1,1,51.0,0,False,False,False,False,False,True,False,False,0,0.0,-1.020871814608924
220,1,0,1.0,1,0,66.0,0,True,False,False,True,False,False,False,False,0,0.0,-1.020871814608924
221,1,0,0.0,0,0,30.0,1,False,False,True,False,True,False,False,True,1,1.0,0.9795549114881584
222,1,0,0.0,1,1,28.0,1,True,False,False,True,False,True,False,True,1,1.0,0.9795549114881584
223,0,0,1.0,0,0,26.0,0,False,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
224,0,1,0.0,0,0,17.0,1,False,True,False,False,True,False,True,False,1,1.0,0.9795549114881584
225,1,1,0.0,0,0,40.0,1,False,False,False,False,False,False,False,True,1,1.0,0.9795549114881584
226,0,0,1.0,1,0,35.0,0,False,True,False,False,False,False,True,False,0,0.0,-1.020871814608924
227,0,0,0.0,0,1,9.0,1,False,False,True,False,False,False,False,False,1,1.0,0.9795549114881584
228,0,1,1.0,0,0,37.0,1,False,False,False,True,False,True,True,False,1,1.0,0.9795549114881584
229,1,1,0.0,0,1,13.0,1,True,False,False,True,True,False,True,False,1,1.0,0.9795549114881584
230,0,0,1.0,0,0,12.0,1,True,False,True,False,False,True,False,False,1,1.0,0.9795549114881584
231,1,1,0.0,0,1,9.0,1,False,True,True,False,True,False,False,False,1,1.0,0.9795549114881584
232,1,1,0.0,0,1,29.0,0,True,False,False,True,False,False,False,True,0,0.0,-1.020871814608924
233,0,1,0.0,1,0,38.0,0,False,True,False,True,False,False,True,False,0,0.0,-1.020871814608924
234,0,1,1.0,0,0,54.0,0,False,False,False,False,False,False,True,False,0,0.0,-1.020871814608924
235,0,1,0.0,0,1,70.0,0,True,False,False,True,True,False,False,True,0,0.0,-1.020871814608924
236,0,0,1.0,0,0,37.0,0,False,True,True,False,True,False,True,False,0,0.0,-1.020871814608924
237,0,0,0.0,0,1,49.0,1,False,False,False,False,False,True,False,False,1,1.0,0.9795549114881584
238,0,0,1.0,0,1,19.0,0,False,False,True,False,False,False,False,False,0,0.0,-1.020871814608924
239,0,0,1.0,1,1,26.0,0,True,False,False,True,False,False,False,False,0,0.0,-1.020871814608924
240,1,0,1.0,0,0,38.0,1,True,False,True,False,True,False,True,False,1,1.0,0.9795549114881584
241,1,1,1.0,0,0,65.0,0,True,False,False,True,False,False,True,False,0,0.0,-1.020871814608924
242,0,1,0.0,0,0,58.0,1,True,False,True,False,False,False,False,False,1,1.0,0.9795549114881584
243,1,1,0.0,0,1,28.0,0,False,False,False,False,True,False,False,True,0,0.0,-1.020871814608924
244,1,0,1.0,0,1,4.0,0,True,False,False,False,True,False,True,False,0,0.0,-1.020871814608924
245,0,1,1.0,0,1,26.0,1,False,True,False,True,False,True,True,False,1,1.0,0.9795549114881584
246,0,1,0.0,0,1,71.0,0,False,True,False,False,False,True,False,False,0,0.0,-1.020871814608924
247,0,0,0.0,1,1,64.0,0,False,False,True,False,True,False,False,True,0,0.0,-1.020871814608924
248,0,1,1.0,0,0,72.0,1,False,False,True,False,True,False,False,False,1,1.0,0.9795549114881584
249,0,0,0.0,1,0,12.0,0,False,True,True,False,False,False,True,False,0,0.0,-1.020871814608924
250,0,1,1.0,1,1,59.0,0,False,True,True,False,True,False,False,False,0,0.0,-1.020871814608924
251,1,0,0.0,1,1,22.0,0,True,False,False,False,False,False,False,False,0,0.0,-1.020871814608924
252,1,0,0.0,0,1,4.0,0,False,True,False,True,False,False,True,False,0,0.0,-1.020871814608924
253,0,0,0.0,0,0,52.0,0,True,False,True,False,False,False,False,True,0,0.0,-1.020871814608924
254,1,1,0.0,0,1,13.0,0,False,False,True,False,False,True,False,True,0,0.0,-1.020871814608924
255,0,0,0.0,1,1,38.0,1,False,False,True,False,False,True,True,False,1,1.0,0.9795549114881584
256,1,0,0.0,1,1,45.0,0,False,False,True,False,False,True,True,False,0,0.0,-1.020871814608924
257,0,1,0.0,0,0,25.0,1,True,False,False,False,True,False,False,False,1,1.0,0.9795549114881584
258,1,0,1.0,0,0,67.0,1,False,False,False,True,True,False,True,False,1,1.0,0.9795549114881584
259,0,1,0.0,0,1,55.0,0,True,False,True,False,True,False,False,True,0,0.0,-1.020871814608924
260,0,1,0.0,1,0,62.0,0,False,False,True,False,True,False,False,False,0,0.0,-1.020871814608924
261,1,0,1.0,1,1,45.0,1,False,False,False,False,False,True,True,False,1,1.0,0.9795549114881584
262,0,0,1.0,0,0,29.0,0,True,False,False,False,False,False,False,True,0,0.0,-1.020871814608924
263,0,1,0.0,1,1,8.0,0,True,False,False,True,True,False,False,True,0,0.0,-1.020871814608924
264,1,1,0.0,1,1,54.0,1,True,False,False,True,True,False,False,True,1,1.0,0.9795549114881584
265,0,0,1.0,1,1,32.0,0,False,False,False,True,True,False,False,False,0,0.0,-1.020871814608924
266,0,1,1.0,1,0,45.0,1,False,False,False,False,False,True,False,True,1,1.0,0.9795549114881584
267,0,0,0.0,0,0,30.0,1,False,True,False,True,False,True,True,False,1,1.0,0.9795549114881584
268,1,1,1.0,0,0,5.0,0,False,False,False,False,True,False,True,False,0,0.0,-1.020871814608924
